Ret1M,ROE,ROA,ROIC,Ret1M,Ret3M,EBIT2EV,logVal,Ret
1.568297332,3.082654237,0.963727502,2.494914031,1.568297332,2.400097229,0.009199747,14.88776851,0.173768447
0.935954721,1.399003614,1.16292242,2.00916343,0.935954721,0.895156695,0.00785824,11.39900396,-0.065285625
0.868719611,2.084694189,0.697594506,4.217394561,0.868719611,0.832298137,0.054249759,14.99173589,-0.014349776
0.930069929,0.260057456,0.082538497,0.716131306,0.930069929,0.718918918,0.009016681,14.3900129,0.026315789
1.103292618,7.476324812,5.344374168,9.027865132,1.103292618,1.411488942,0.010039566,13.90801681,0.286861314
0.88015873,2.128992255,0.428625773,4.253456901,0.88015873,0.862363919,0.266058062,15.20379678,0.081081081
0.969868173,1.174418002,0.286742081,0.648512044,0.969868173,0.933816863,0.011285911,14.85956087,0.059103908
0.758836409,1.863707358,1.507423138,3.800097067,0.758836409,0.809476143,0.005276066,11.48312851,0.087712207
1.238709677,20.18769221,1.647139577,9.43737316,1.238709677,2.671304348,0.005389571,13.44323621,0.171627612
1.031662269,1.297799187,0.59183175,1.464267588,1.031662269,1.136627907,0.014470948,12.11628632,0.10178117
0.912561576,3.982213642,1.145419863,4.914760436,0.912561576,0.89709443,0.023201755,13.45146212,-0.017195767
0.863636364,2.675574887,0.564933799,1.642070311,0.863636364,0.790235081,0.022929819,13.53662281,0.066059226
0.894213048,1.013381322,0.569467608,1.276115876,0.894213048,inf,-0.065391352,10.86992791,-0.001608363
0.865277778,0.099360527,0.033154656,-0.015259074,0.865277778,0.800771208,-0.000179191,14.76116015,0.007985233
1.014454665,2.338432779,0.487910136,4.285059371,1.014454665,1.416513761,0.030112495,14.55291934,0.371531966
0.880757133,0.271792844,0.232161922,0.401234282,0.880757133,0.971693774,0.001151749,13.65359392,-0.056786704
0.755208333,4.203020363,2.353230266,5.944195292,0.755208333,inf,-0.143171623,11.06350847,0.079781793
0.910281598,0.889376706,0.184913781,10.76146069,0.910281598,0.838865419,0.021264559,12.16977775,-0.021156559
1.753894081,2.918436103,2.455294393,2.845952686,1.753894081,2.181325068,0.013879254,11.6941022,-0.223597072
2.014265335,2.966749156,2.054944014,3.421075617,2.014265335,2.286639677,0.016620217,14.28336666,0.053391538
0.794547872,2.823812609,2.49554934,3.024828138,0.794547872,1.005469079,0.008383047,12.45030235,-0.111745514
1.395686526,1.437236712,1.100834516,1.90204005,1.395686526,1.866895173,0.006302514,15.04106897,0.077971474
1.011634349,12.8444988,4.268968017,18.09396204,1.011634349,0.968897924,0.056370174,13.76976519,-0.047103411
0.969967532,2.948400736,2.505773601,3.156040152,0.969967532,0.812925171,0.027569995,12.78437782,0.020729685
1.101449275,1.73167915,0.931978681,1.666271024,1.101449275,1.27483871,0.010593931,11.69234476,0.01875617
0.972027972,-5.608653597,-7.76133694,-21.42864958,0.972027972,1.527472527,-0.004651607,11.34100732,0.195652174
0.76035503,0.003570005,0.002015878,0.408256232,0.76035503,0.621523579,0.001467393,12.1283273,0.170172084
1.134008338,0.351285008,0.179367038,0.849531932,1.134008338,1.359029265,0.005277575,13.72580588,-0.028784648
0.95,2.110018432,0.570980387,2.443939312,0.95,1.452229299,0.005788572,11.93003452,-0.060869565
0.998998999,1.853361108,0.563504975,10.73287121,0.998998999,0.768677792,0.005720464,12.53340732,0.032576505
0.90403338,3.870156751,2.664165368,5.87227127,0.90403338,0.645802285,0.020821962,11.35216969,0.094224924
0.978764479,3.554699061,1.756105248,2.944643797,0.978764479,1.038934426,0.070660415,11.97616773,0.091262136
0.903433476,1.182983389,0.475346428,2.100249974,0.903433476,0.854822335,0.00287572,12.71756766,0.02
0.781052632,-0.80158655,-0.625800128,-3.430925003,0.781052632,0.674545455,-0.006560393,11.6726248,0.0816
1.157701711,0.140711759,0.078253356,0.402678923,1.157701711,1.120710059,0.002022063,13.44713586,0.106005222
0.742076503,0.453852774,0.126867917,0.943105263,0.742076503,0.726980728,0.009644394,13.56864939,-0.089574156
1.525975474,3.554822196,1.728795954,2.410449514,1.525975474,1.218660969,0.007937443,13.07261515,0.855977455
1.184308842,1.423077632,0.764014116,1.876914969,1.184308842,1.182835821,0.008658782,14.43519781,0.040625
1.010326087,2.476745522,1.664295264,2.522827991,1.010326087,1.300909728,0.019759281,12.90694271,0.25747247
0.904882275,1.555091956,0.136233586,1.046042736,0.904882275,0.740758634,0.016301325,14.38707734,0.01369863
0.970284238,3.825994689,1.905603938,4.313608147,0.970284238,0.897334526,0.019003124,12.75486824,0.049543677
0.928571429,-3.226226758,-0.881945695,-0.688298661,0.928571429,0.814925373,-0.0119695,12.89452023,0.036363636
0.914909091,1.180039025,0.634856425,0.998106857,0.914909091,0.760580411,0.006133335,15.62190147,-0.023325809
0.973852721,3.28909481,1.468574226,3.690336221,0.973852721,1.507018993,0.019205301,13.65756286,0.406217071
0.82449298,2.411204404,1.793782124,3.501214737,0.82449298,0.879367721,0.015924051,13.06226081,0.474121996
0.899308437,4.063064272,2.889558975,4.344166857,0.899308437,inf,-0.795392522,11.07821177,0.411833626
0.874251497,-2.227427976,-0.915722146,-0.869066593,0.874251497,0.935897436,-0.005382129,11.86450445,0.164383562
0.984287318,1.470544719,0.456877304,0.949957182,0.984287318,0.947084233,0.002627958,13.24075757,-0.065168539
1.214054054,2.345581178,0.824243911,2.081410416,1.214054054,1.820097245,0.026871032,13.68378427,0.250434783
1.366612111,5.1181189,2.774555147,10.10661621,1.366612111,1.50242209,0.006966865,15.802204,0.023587653
0.943089431,1.663409654,1.102113123,1.568608991,0.943089431,1.035714286,0.018271419,13.18992806,0.075
0.916073969,1.603017815,0.647440426,2.011100814,0.916073969,0.99229584,0.011911348,11.50805192,0.094081942
0.932920536,-0.295414272,-0.171475851,-0.74966427,0.932920536,0.90945674,-0.004236111,13.18829604,-0.021786492
0.900621118,1.549507442,0.393795438,48.46880312,0.900621118,0.880923451,0.035620553,11.93047639,0.059221658
0.869097222,1.843889312,1.37225136,2.573905936,0.869097222,1.033543872,0.005637818,11.83310561,-0.181757656
0.790423317,11.62842512,2.424049812,8.063859938,0.790423317,1.059534884,0.00922341,13.2370872,-0.115816768
0.885387619,0.331951394,0.257235293,0.187039823,0.885387619,0.967987805,0.000162772,15.72529931,-0.072970904
0.927710843,-1.637272844,-1.916069937,-3.904801486,0.927710843,0.947162427,-0.005422262,11.01779204,0.257938886
0.926896013,0.881763799,0.464703317,1.061288347,0.926896013,inf,-0.086739407,11.01376045,-0.013957307
0.828209765,4.796965197,2.435141594,4.505196179,0.828209765,inf,0.509388736,10.80900041,0.018899522
0.902243126,2.806855053,2.268834842,3.305992695,0.902243126,0.72185927,0.012408143,11.3151192,-0.029709229
0.929545455,-0.222594271,-0.080323241,0.563408721,0.929545455,0.816367265,0.006546283,13.22862323,0.097087379
1.101593625,0.022402022,0.018671409,0.136494567,1.101593625,1.253968254,0.000596125,12.86937662,0.01242236
0.939772474,8.30396377,6.091924421,15.43072854,0.939772474,0.905242802,0.012713291,12.58989971,-0.132009346
0.981578947,0.747048221,0.681594526,0.756150698,0.981578947,0.981578947,0.053002391,12.59205807,0.1015625
0.965760322,2.436966311,0.826524699,2.32684143,0.965760322,0.834638816,0.015497021,12.17566137,0.089414183
1.067915691,0.926205348,0.634336767,1.052599402,1.067915691,1.060465116,0.011939215,13.48004901,0.175298805
1.374157303,3.60908646,1.203219928,2.497958604,1.374157303,1.7092942,0.023364925,14.64546516,0.655335968
1.3665717,2.11788198,1.738900726,2.55665465,1.3665717,1.282531194,0.007227816,12.7282813,-0.116643929
0.918731417,1.804587066,1.683289694,2.019989052,0.918731417,0.943031536,0.012977453,13.57915881,0.016824395
0.942452044,1.076474491,0.658424264,1.500168157,0.942452044,0.88906373,0.01576259,12.51884204,0.058098592
0.912529551,1.259262587,0.902752938,0.980615764,0.912529551,0.78296146,0.007414872,11.33706103,0.027202073
0.957805907,0.974491206,0.302457979,1.086171686,0.957805907,0.978448276,-0.068286957,14.75664201,0.112798265
1.230670599,6.681739658,8.338844649,23.7888929,1.230670599,2.054366438,0.01241081,11.95938853,-0.08628155
1.023584906,0.098382358,0.092196068,-0.509468743,1.023584906,1.136125654,-0.000532658,12.54308596,0.169000934
0.910778016,1.521688722,1.284873414,1.683974191,0.910778016,0.865671642,0.006435086,11.39516826,0.040706605
0.934294872,4.873847156,1.833334454,5.96589636,0.934294872,0.767105263,0.04137881,15.22114342,0.0432
1.067806604,2.48579785,1.91288029,3.178169151,1.067806604,1.071280686,0.011333454,14.29779936,0.0547238
0.853932584,-1.859346175,-1.342719815,-1.010600301,0.853932584,0.783505155,-0.004019305,12.725265,0.018612521
0.917491749,0.3071406,0.06954698,0.67476475,0.917491749,0.855384615,0.008633983,12.98405401,0
0.949766355,1.062856624,0.708771659,1.018877345,0.949766355,0.929142857,0.010048583,12.85164194,0.006119951
0.855940131,6.706365287,5.342405719,17.38262319,0.855940131,1.117727897,0.003995771,16.91024663,-0.069071888
1.263499557,-1.354627781,-0.976443802,-2.725206024,1.263499557,1.360228717,-0.006965753,12.65676336,0.011811024
0.862850972,-2.389228421,-1.402316592,-1.224902328,0.862850972,0.701350413,-0.011970718,12.16124051,-0.023370234
0.973731884,0.381621145,0.273134752,0.012554826,0.973731884,1.14118896,3.73E-05,12.0297111,-0.022563177
0.878954608,1.5944375,1.134705862,1.207198632,0.878954608,0.889881541,0.005790167,12.54366259,-0.027231467
0.804928131,-0.430764467,-0.33693532,-0.898120489,0.804928131,0.859649123,-0.003552348,12.65941697,0.01875
0.792507205,-2.744991178,-0.706426947,-0.594550528,0.792507205,0.648584906,-0.006672917,13.44924392,0.168421053
1.080370943,2.724979681,1.667265918,2.436662181,1.080370943,1.327635328,0.0378533,16.11801597,0.280665281
0.903903904,5.606335731,2.496255484,6.438844155,0.903903904,0.987101005,0.08324313,13.48709153,0.051546392
1.098853108,-0.689654538,-0.516064479,-1.677030717,1.098853108,1.017882798,-0.001897464,12.98243445,0.063034735
0.939293598,1.691734438,1.027727304,2.185936149,0.939293598,0.919999999,0.017041218,11.99909482,0.046242775
0.879232506,4.266965799,2.857445473,8.003293117,0.879232506,1.059863946,0.014171234,15.10788937,-0.122418879
1.142458101,2.566059126,1.032942239,2.689070833,1.142458101,1.218470705,0.018830969,13.74046617,-0.099025974
0.93603936,1.404189694,1.01304693,1.508159176,0.93603936,0.966349206,0.00739376,12.34075609,0.104458599
1.020833333,1.480153108,1.131905672,1.908682051,1.020833333,0.95145631,0.009704296,13.52084084,-0.036789298
0.9832021,3.255482903,2.683280191,3.708538639,0.9832021,1.569991618,0.027536959,14.314986,0.521367521
1.011570248,2.316520486,1.322540869,2.284071136,1.011570248,1.143925234,0.025593267,12.58422788,0.137096774
1.080882353,-1.862916742,-0.627294418,-0.054686686,1.080882353,1.185483871,-0.00022568,12.07831181,-0.052036199
0.84765625,0.953866721,0.666154705,3.753058895,0.84765625,0.90166205,0.003764809,11.91658895,0.025835866
0.940389294,2.589595215,1.359786699,4.969728315,0.940389294,0.965646471,0.017129916,12.63354047,-0.053571429
0.975720789,1.062501021,0.702763704,1.313959558,0.975720789,0.915954416,0.02546356,12.96915595,0.047987616
0.767180926,-24.0912156,-4.768679609,-5.342488853,0.767180926,0.98915009,-0.005075557,11.37962262,0.083032491
1.333802817,0.630808731,0.203819634,1.262418012,1.333802817,1.101162791,0.008054467,13.49171504,0.210979548
0.865871833,2.248032756,0.962463516,2.079641488,0.865871833,0.920760697,0.018739184,13.23946893,0.529812606
0.863372093,-138.0557015,-1.543271011,-0.893984641,0.863372093,0.798387097,-0.003964217,12.21797258,-0.032467532
0.80741454,9.158460151,8.424491501,19.37027092,0.80741454,0.800859599,0.005594387,15.05320438,-0.289630167
0.954225352,5.306802227,3.695147048,6.533602172,0.954225352,1.464864864,0.100924885,13.30734598,0.104204753
0.961038961,-3.104567575,-0.964453058,-0.505871082,0.961038961,0.776902887,-0.006640759,11.36712241,0.64548495
0.916720885,3.621244877,2.472891252,5.09775506,0.916720885,0.723624346,0.02178338,11.60017958,-0.077301476
0.937583003,2.609622035,2.286560131,3.490076231,0.937583003,1.097978229,0.04695068,12.38995353,-0.026243094
1.287686997,0.495259733,0.209148974,1.286820444,1.287686997,1.24610245,0.006093379,12.44920011,0.182568807
0.868409393,-0.716212237,-0.520760443,-0.732716782,0.868409393,0.923221856,-0.002397559,12.27361947,0.062749004
1.014492754,-0.082112049,-0.073958054,-0.449816974,1.014492754,1.263537906,0.017963022,12.59631636,0.019662921
0.882766706,-4.624140608,-2.035883514,-11.96821383,0.882766706,1.051675978,-0.013543084,13.40450375,0.156123822
0.909640697,8.988051202,4.951839601,10.08926899,0.909640697,inf,-0.630119031,11.24778736,0.054230769
0.899366086,3.394964797,1.852845506,3.11933517,0.899366086,0.98086418,0.014670231,12.80651321,-0.12084063
0.902743142,-0.941992021,-0.490675695,-0.502925143,0.902743142,0.925831202,-0.00876128,12.78107053,0.01369863
0.939583333,-6.598108816,-0.220565716,-28.9882211,0.939583333,0.941544885,0.010202155,11.95573015,0.158119658
0.947848761,2.549170703,2.022717919,2.856850641,0.947848761,0.921419518,0.019947541,12.77430242,0.132332879
0.967542504,0.225612108,0.077330648,0.792410485,0.967542504,0.944193062,0.008755379,13.16562887,-0.007836991
inf,2.35142015,1.216727542,2.356321873,inf,inf,0.102216932,10.843282,-0.023839398
1.007816724,1.721410988,0.324756007,1.266863209,1.007816724,0.946729166,0.017992737,15.857534,0.092814371
0.880952381,1.331284771,0.142148428,1.255665147,0.880952381,0.76816609,0.013368441,12.69753474,0.01793722
0.866382979,2.434593325,1.887622609,3.055537332,0.866382979,1.046248715,0.026030664,13.13490931,-0.053162236
0.899122807,1.215700208,1.196172391,1.688249985,0.899122807,0.851800554,0.0052087,11.19658383,0.030595813
0.834360027,0.842420738,0.503275342,1.073276429,0.834360027,0.760923845,0.003209127,11.97509999,0.01689461
0.850847458,-5.615825572,-2.259735963,-2.895423855,0.850847458,0.593380615,-0.005694905,14.87380061,-0.075718016
0.923420074,-0.098524066,-0.058968287,0.109580247,0.923420074,0.782608695,0.000655682,10.61863151,0.073131955
0.961577147,5.971807512,4.309338501,7.106869656,0.961577147,1.222193812,0.013751878,12.64254271,0.076574722
0.948369565,-0.575641564,-0.346516009,-0.101678966,0.948369565,0.89258312,-0.002328938,12.70454373,0.088861732
1.113259669,0.591381513,0.341157315,1.461739611,1.113259669,1.517890772,0.008666971,13.33731625,-0.192638037
1.103887399,-1.110593935,-0.651012074,-0.410482928,1.103887399,0.958672875,-0.001827241,12.22835266,-0.048532055
1.003546099,1.267141796,0.51379928,1.674129447,1.003546099,0.960950764,0.01062369,12.82569429,0.307692308
1.036649215,2.825226205,1.471711281,3.394761967,1.036649215,0.96585366,0.044363649,16.68296527,0.395890411
1.089092423,2.319080266,1.963094923,3.492096737,1.089092423,1.417118093,0.030602466,12.51801446,-0.114567527
0.920592642,0.756061447,0.532468316,0.725592157,0.920592642,1.512168444,0.007935732,12.55010116,0.047576302
0.893345488,3.179028877,1.798805197,4.766941344,0.893345488,0.785886126,0.032127113,13.49444706,-0.038389513
0.971530249,-7.256134087,-0.670062291,-0.320289116,0.971530249,0.975,-0.001430674,12.52387638,0.087591241
0.82217973,1.228589456,0.11921718,0.961690825,0.82217973,0.641791044,0.011982915,14.6349856,0.11627907
0.915393655,1.989882041,0.476737117,-78.10293528,0.915393655,0.915393655,-0.016067739,14.41611079,0.072864322
1.225933202,0.208731145,0.138881271,0.676572139,1.225933202,1.297297297,0.006908445,12.66673151,0.230894309
0.980555556,0.334267472,0.253259721,0.679923091,0.980555556,1.011461318,0.002962301,12.51025779,0.111111111
0.902451226,-2.816643946,-1.371416612,-2.014974177,0.902451226,1.123987539,-0.004864132,12.15769677,0.118371719
0.903381643,2.263832525,2.02648842,6.448679295,0.903381643,0.829881656,0.016373697,11.97059794,0.038095238
1.005565863,2.318516837,1.753765771,4.57594899,1.005565863,0.751733704,0.018233375,12.54596042,0.144366197
0.805445935,0.566730343,0.510773162,0.957121933,0.805445935,1.688730762,0.001908985,11.63168543,0.602787456
0.963170301,3.245281187,3.54520881,4.158228606,0.963170301,1.696419305,0.004974069,13.45409479,-0.245760099
1.200250313,3.779114894,1.98381954,3.852344701,1.200250313,1.72069378,0.037885735,13.14858242,0.300157978
1.163860104,2.452735815,0.568055608,2.451632535,1.163860104,1.46753777,0.011392757,15.10168712,-0.023288051
0.874145007,0.66597399,0.612985936,0.723318282,0.874145007,0.8875,0.01012497,12.60013007,0.023328149
0.893057111,3.239156034,1.044399586,4.999234252,0.893057111,1.009037489,0.014676079,12.2009672,0.080645161
0.807548347,2.463101606,2.078467184,2.847381153,0.807548347,inf,-0.289180786,11.31849327,0.155919854
0.914705882,-3.782947389,-2.300397735,-71.42402061,0.914705882,0.840540541,-0.086571125,12.07825038,0.182692308
1.127478754,1.57846432,0.820257764,1.443881986,1.127478754,1.218367395,0.00892981,13.42411898,-0.105833333
0.905167821,2.370083097,1.998322273,3.835030539,0.905167821,0.837098555,0.016824225,12.5294715,0.049828179
0.894977168,3.110948007,0.223873556,0.892539152,0.894977168,0.797558494,0.023192001,13.56748609,0.100253807
0.835,1.140147819,0.656092431,3.924280405,0.835,1.080517613,0.007980376,11.87405376,0.009009009
0.891203704,0.815227885,0.663205559,0.845890721,0.891203704,0.95983377,0.003405688,11.17297018,-0.018581081
0.915277778,3.467260002,1.14551348,3.358634181,0.915277778,1.029687501,0.026348925,12.77181102,0.423357664
0.949416342,0.133286787,0.127117759,-0.037169508,0.949416342,0.883257919,-0.000292122,12.98587997,0.254323499
1.053467001,2.907344454,2.013253111,4.147327577,1.053467001,1.053467001,0.017671941,11.40882618,-0.027554535
1.04934688,-1.371537216,-0.730184677,-0.666067828,1.04934688,0.998618785,-0.004829637,12.90897202,0.029490617
1.060606061,-3.655362829,-2.527377489,-6.713057713,1.060606061,1.559405941,-0.047893118,13.36768005,0.253776435
0.964436407,1.590715197,0.95030376,2.112498658,0.964436407,1.048492792,0.006636091,12.08993312,0.024518389
inf,5.554492579,2.133455758,3.368095363,inf,inf,0.089554603,11.92585146,0.184623523
1.145582329,0.549188835,0.325554312,0.856454841,1.145582329,0.990451389,0.003875552,12.95114372,0.055214724
0.984818482,-0.571506226,-0.289225852,-1.962041047,0.984818482,1.120681022,-0.000811647,13.5673494,-0.018984446
0.981595092,-9.442825191,-4.625228616,-6.881530459,0.981595092,0.970873786,-0.011749585,11.62357378,0.019132653
0.940206186,3.062697671,1.201542935,3.225001593,0.940206186,1.12039312,0.022116033,11.5644347,0.170258621
1.287735849,1.576611787,0.573953442,1.961648202,1.287735849,1.475675676,0.020978575,13.19246267,0.118773946
0.763018066,0.603162383,0.446100315,0.739948261,0.763018066,0.927648579,0.002173607,11.7203088,-0.017615176
0.940458015,2.945382142,0.749801615,1.462208477,0.940458015,0.940458015,0.022730315,13.44761652,0.064724919
1.056830799,1.429229517,1.374516081,1.784571265,1.056830799,1.291055192,0.00296752,13.57452885,-0.130512197
0.969620255,3.53985189,0.966183185,2.576007559,0.969620255,0.927360776,0.036086007,15.25347733,0.401515152
0.852173913,-2.484043487,-0.162597762,-0.124556844,0.852173913,0.655518395,-0.002181252,13.0965296,0.030927835
0.958083831,2.482005619,0.463067209,1.656840385,0.958083831,0.910815938,0.015765825,15.91524037,0.116089613
0.8,-7.495330419,-1.165217599,-0.044827232,0.8,0.51810585,-0.000239358,13.4167617,-0.023684211
0.807258065,1.370407316,0.194944817,1.351106496,0.807258065,0.701471619,0.016364694,16.29892257,0.190035908
0.797579299,1.883502588,1.073151906,2.311969812,0.797579299,0.579617835,0.005083239,14.01284832,-0.048279404
0.945544555,2.801602594,1.127718693,2.924369214,0.945544555,1.032432433,0.036751648,14.76449777,0.136125654
0.672164948,0.62994812,0.594710722,0.557822249,0.672164948,1.258687259,0.00489322,12.81130335,0.140350877
1.558635394,2.278991611,1.088473324,2.391462758,1.558635394,1.603070175,0.022791224,13.9187295,0.242542153
1.095963442,1.577977715,0.362481782,0.808890815,1.095963442,1.242123435,0.003906967,11.72860604,0.052685248
0.799518569,2.823225756,2.197552618,2.56785637,0.799518569,inf,-0.048149959,12.16060036,-0.088016055
1.033657953,2.816016587,2.497749104,3.483639243,1.033657953,1.417193722,0.006974657,11.41649688,0.012380952
1.353623188,2.899350232,1.092975673,2.361380489,1.353623188,1.83969697,0.006477278,17.42374102,0.037827657
0.835446313,3.994367981,2.300930208,4.090627532,0.835446313,1.055918901,0.018636856,13.02157363,-0.113343799
1.375090865,4.89067409,2.520638277,6.530230356,1.375090865,1.84218069,0.007831752,14.1943955,-0.228242465
0.954,0.38114526,0.189791244,0.727301723,0.954,0.954954956,0.003702398,12.00846897,0.113519092
0.962406015,2.245366184,1.524468975,1.848893076,0.962406015,0.934306569,0.142906253,13.77726916,0.132315522
0.916452268,0.225253518,0.130624289,0.239481247,0.916452268,0.93480663,0.000553282,13.68845844,-0.205843873
1.019138756,-0.763180724,-0.343280608,-0.004789131,1.019138756,0.986111111,-8.12E-05,13.6350948,0.406392694
0.953703704,0.839422661,0.691392931,0.881231954,0.953703704,0.998062015,0.005945362,12.02011793,-0.01968254
1.182762836,4.538320602,2.81418728,4.649016819,1.182762836,1.240384616,0.021565422,12.52689428,-0.072576717
1.032971452,0.186733847,0.067646862,0.824209443,1.032971452,0.960014948,0.002926128,12.56977087,0.241153846
0.838647343,1.833797041,0.906131595,2.305976291,0.838647343,0.656332729,0.020891234,12.63534093,-0.072234763
0.867567568,14.81151569,1.243119687,8.801443243,0.867567568,1.110726644,0.103123748,12.52074065,0.069277108
2.168376068,0.98555558,0.738410159,2.01392067,2.168376068,3.40080429,0.003418643,14.78724223,0.496810361
1.065891473,-1.404052428,-0.677266671,-0.194299931,1.065891473,1.145833333,-0.001522319,12.44288239,0.061594203
0.840650407,-27.28885848,-1.786730599,-1.995879835,0.840650407,0.873310811,-0.005131131,11.48970616,0.09922179
0.735294118,-2.185257036,-0.909285462,-0.199247823,0.735294118,1.237234878,-0.000944742,12.82480792,-0.041172801
1.218527316,-1.332641327,-0.762941624,-0.697373285,1.218527316,1.163265306,-0.004485162,12.50877362,-0.061032864
0.832509577,1.250805058,0.924474754,1.700363706,0.832509577,0.929398408,0.012049671,11.85444018,0.142857143
0.836518047,-3.344725825,-0.596763056,0.308692859,0.836518047,0.76953125,0.000774364,12.07669702,-0.044117647
1.085176991,1.769047641,1.227356939,1.688278921,1.085176991,0.897037308,0.00543569,12.41240288,-0.025600836
1.071827707,6.710433665,6.295228333,6.615496543,1.071827707,1.357764341,0.007293481,15.30615032,-0.085106383
0.828496042,7.343741458,3.372817728,16.46976567,0.828496042,inf,-0.343366985,11.47903812,0.051616267
0.93030303,2.277022377,0.344768347,3.760603948,0.93030303,0.908620052,0.025221868,12.44742825,-0.041935484
1.201652893,5.002632782,1.946350738,3.372382866,1.201652893,1.432042022,0.017512164,13.09002499,-0.203418091
1.122875817,0.342886066,0.233878992,0.648258831,1.122875817,1.087341772,0.003032589,12.91129568,0.182857143
0.988023952,1.660150539,1.422277034,1.417817552,0.988023952,0.946462715,-0.798840849,14.35944463,0.040575916
0.950222121,1.725316744,1.430136735,2.443330396,0.950222121,0.830711014,0.002681456,12.85225007,-0.042244224
0.835866261,-23.64601144,-1.580969296,-2.434190161,0.835866261,0.763888889,-0.007970069,13.31065886,0.06360424
1.110738255,2.210152601,0.913061739,1.782292559,1.110738255,0.980740715,0.005451029,13.6838214,-0.143495753
1.17037037,0.91437447,0.427607181,1.114846813,1.17037037,1.274193548,0.013639226,12.74799258,0.181623932
0.973333333,3.02616359,1.669891793,2.416082239,0.973333333,0.944179714,0.011195587,13.2927198,0.030367232
1.239375001,1.842724534,1.584760925,2.276641079,1.239375001,1.275241159,0.006178656,12.84908785,-0.211594203
0.789297659,-8.682967915,-3.084925627,-11.12951936,0.789297659,1.061014772,-0.02523506,12.64753999,-0.129341317
0.934615384,-0.193851207,-0.08383222,-0.180230733,0.934615384,0.895027624,-0.002088969,12.26567506,-0.112474438
0.851239669,2.215951632,1.324729059,2.389513694,0.851239669,0.794344473,0.016797629,12.74827869,-0.047694754
0.812820513,1.800776636,1.359256774,2.447082852,0.812820513,0.839470366,0.00643084,11.51147441,-0.026631158
1.062825893,8.933982618,8.244489485,15.93474745,1.062825893,inf,0.011220099,12.14019491,0.013876735
