Ret1M,ROE,ROA,ROIC,Ret1M,Ret3M,EBIT2EV,logVal,Ret
1.393382353,15.87226119,3.830348599,32.22918293,1.393382353,1.873146622,0.234780159,14.94008328,-0.091932458
0.994160584,3.141030995,2.700847207,3.313067455,0.994160584,0.912053608,0.009132361,13.62893712,0.079710145
1.058843196,5.717579035,4.718828063,13.14797485,1.058843196,inf,0.034121648,11.1515825,-0.059619723
1.005797101,1.048783789,0.220062669,20.12059163,1.005797101,0.857319333,0.032664897,12.16833787,-0.017793594
0.91122929,7.649952731,6.240460351,9.205971029,0.91122929,1.523076923,0.025115324,11.46001982,-0.13312486
1.219673406,6.235547715,4.227750909,7.635078806,1.219673406,2.527800162,0.030880511,14.38847927,-0.067284586
0.87329591,7.088825479,5.953176108,7.938749796,0.87329591,0.918599747,0.015281807,12.35305386,-0.083562902
1.213342847,5.810416277,4.522053043,6.824619728,1.213342847,1.733877135,0.017984269,15.0809603,0.050793651
0.961223375,18.54977652,5.160015292,15.03897215,0.961223375,0.849831,0.063043352,13.73295122,-0.00056338
1.003259984,8.228206996,6.871100151,8.690576745,1.003259984,0.933990895,0.110464834,12.81405848,0.018957346
1.093220339,3.177005132,1.60978211,2.95659892,1.093220339,1.285180573,0.016876239,11.84565046,-0.046632124
0.967741935,-12.75587385,-19.39049994,-106.4244255,0.967741935,1.284046693,-0.017907077,11.51247887,-0.353846154
1.137546468,0.252091324,0.145241758,1.095582809,1.137546468,0.86562942,0.004645924,12.30283631,-0.095934959
0.977467811,0.849743359,0.436471321,1.95355516,0.977467811,1.264399722,0.008846285,13.68178374,-0.101449275
0.96,-49.66372272,-8.799439079,-27.54643695,0.96,1.301204819,-0.02666056,11.8759673,-0.160550459
1.013893376,7.915031953,2.404996174,60.03284622,1.013893376,1.000956937,0.032463176,12.58038269,-0.100439239
1.100917431,7.208194036,4.823425224,10.36067154,1.100917431,0.928433269,0.044350801,11.45444854,0.138026225
1.101960784,5.786529348,2.908751576,4.993931611,1.101960784,1.126252505,0.110271362,12.07904073,-0.021699819
0.977452086,4.101876554,1.649486669,9.051868229,0.977452086,0.885597549,0.010848741,12.74682662,-0.020785219
0.898550725,-1.186202907,-0.318618533,0.935002635,0.898550725,0.775969962,0.008670442,13.47774774,0.363636364
1.127795527,0.872433536,0.475300942,1.696214154,1.127795527,1.392504931,0.009175125,13.55891711,-0.153575025
1.102173913,1.205962047,0.984607049,-0.102732858,1.102173913,0.928996793,-0.000270087,11.76179019,-0.103977
1.680273936,7.557680304,3.718067809,3.941244757,1.680273936,2.42124613,0.009760324,13.6760109,-0.22357513
0.992055611,3.862887056,2.052132334,4.86254103,0.992055611,1.445730825,0.020965552,14.48443853,0.060388946
1.187128713,4.694831292,3.057524977,8.848929362,1.187128713,1.418934912,0.024728015,13.16153906,-0.17768595
1.049543677,8.517153923,4.315268969,9.349485504,1.049543677,1.118055514,0.044440305,12.82430487,-0.017676768
1.004524887,6.626789809,0.561300428,3.92533873,1.004524887,0.858907515,0.063738147,14.40280209,-0.085526316
1.017857143,0.34413331,0.091971303,2.480425609,1.017857143,0.922330097,0.067319671,12.93753762,0
0.996162701,-5.826951156,-2.715530115,-2.118731646,0.996162701,0.941944848,-0.015048871,15.65024936,0.099544073
1.526887872,7.136132341,3.104857391,8.838599503,1.526887872,1.601079784,0.027451304,14.01489522,-0.300037133
1.422836753,4.998005528,3.630599385,7.122190193,1.422836753,1.417777778,0.030953766,13.47369984,0.263953488
1.420153212,5.793661171,5.473314204,10.03375864,1.420153212,1.282938515,0.020449333,11.47199795,-0.203839517
1.118421053,-4.431961397,-1.784343001,-1.681277598,1.118421053,1.111111111,-0.00997396,12.01669626,-0.023529412
0.893662728,1.621642498,0.510249504,1.492328716,0.893662728,0.826216485,0.004239429,13.18808302,-0.021352313
1.139938382,12.69908512,6.609364801,23.42254723,1.139938382,1.44262031,0.013832425,15.85327272,-0.056873392
1.127843137,5.811166794,1.998713029,4.959474399,1.127843137,2.081041968,0.045631811,13.93103749,0.073415765
1.070539419,3.128666052,2.050223575,3.275025269,1.070539419,1.079497908,0.031860929,13.29615027,0.044444444
1.104134763,0.899153099,0.358456332,2.264163884,1.104134763,1.085843373,0.012612495,11.62099233,-0.07713885
0.971861472,0.143161145,0.079220602,-0.615439519,0.971861472,0.964554242,-0.003482806,13.18163675,-0.075055188
1.03814262,2.293908988,0.66099136,7.287613051,1.03814262,1.009026434,0.034389876,12.0143237,-0.047318612
1.142724314,4.906303569,3.636315077,6.096148125,1.142724314,1.162983612,0.012916287,11.81496361,0.114261885
0.88725065,16.42528302,3.672915289,12.77992666,0.88725065,0.718903725,0.010858868,13.129676,0.009615385
0.966858329,4.215252708,3.280766882,4.522581965,0.966858329,0.659638226,0.003555189,15.68258965,-0.068155767
1.144141689,-3.03449422,-3.519568683,-5.273768455,1.144141689,1.415711396,-0.010673856,11.27569954,-0.216964942
0.958499601,2.265264846,1.354648717,3.635662656,0.958499601,inf,0.00860571,11.02675036,-0.14813295
0.999530627,4.766998748,3.714669494,7.269210888,0.999530627,inf,0.017900709,10.84169632,-0.081935138
0.993527508,8.241564773,6.513141797,9.261320241,0.993527508,0.867231607,0.047821192,11.30733201,0.087096774
1.110565111,2.197029852,0.789694366,2.268002139,1.110565111,1.03908046,0.027334809,13.32859154,0.435448578
1.11023622,3.081594204,2.807650586,3.19012545,1.11023622,1.146341463,0.306714682,12.71785183,0.036144578
0.883052056,8.30396377,6.091924421,15.43072854,0.883052056,0.8677879,0.012713291,12.4641034,-0.056217617
1.046788991,-0.573789661,-0.487064588,-0.571627047,1.046788991,1.198529412,-0.002072143,12.90053179,-0.188955997
1.056829511,6.672013674,2.178217126,5.226379065,1.056829511,1.002838221,0.040940962,12.27579448,-0.008434864
1.567365269,10.88187143,3.84608691,7.58202367,1.567365269,2.667515924,0.058921852,15.22302876,0.189970815
1.226611227,5.390826752,3.588721608,8.208854962,1.226611227,1.401425178,0.087624192,13.73767874,0.191829485
0.916489738,4.885605854,3.996593045,6.428713308,0.916489738,1.356020942,0.019234069,12.62284357,-0.178685897
1.017894737,5.719133118,5.429334001,6.230582235,1.017894737,0.799173554,0.036743536,13.6210816,0.016309888
1.037996546,2.409737345,1.472147247,3.471253937,1.037996546,0.97170574,0.037938904,12.58061124,-0.004918033
1.093816631,2.74114483,0.869215644,3.004022314,1.093816631,1.147651007,-0.535681495,14.87882065,-0.02851711
1.024547804,1.623901834,1.142820355,1.220744024,1.024547804,0.997484277,0.011842523,11.3638997,-0.003754693
0.866760168,10.37944839,13.13211532,12.3015914,0.866760168,1.151757188,0.008709202,11.85562429,-0.026455638
1.045075125,0.173202135,0.160584637,-1.009770248,1.045075125,1.532435741,-0.000818099,12.68624825,-0.326756117
1.051202483,2.841883605,2.303204648,3.879133792,1.051202483,1.011194031,0.013643858,11.45899616,-0.059734513
1.063621533,10.39162268,3.857518737,11.61937801,1.063621533,0.931428572,0.10067141,15.44460062,-0.025104603
1.151634724,5.720151955,4.370856126,7.282275456,1.151634724,1.368844221,0.02595887,14.41984093,-0.06122449
1.164410058,1.862291496,1.386771076,4.773595253,1.164410058,0.903903904,0.019654173,12.84967039,-0.089403974
0.942372881,0.612692013,0.137814291,2.044707662,0.942372881,0.847560975,0.025092358,12.98395295,-0.024734982
0.982078853,3.421837177,2.288380808,3.508012612,0.982078853,1.012315271,0.035506576,12.86265122,-0.011961722
0.886756777,13.20028861,10.54901458,33.4607845,0.886756777,1.008573089,0.004914404,16.85708216,0.089473987
1.042720764,0.151334292,0.100407814,-0.5546029,1.042720764,1.614560237,-0.001233191,12.67687732,-0.194210413
0.958937198,-3.724790558,-2.105067795,-2.492862485,0.958937198,0.75674484,-0.028489094,12.15496303,0.019753086
1.012149533,2.997186405,2.128671961,3.143630478,1.012149533,1.102851324,0.007542821,12.05851846,-0.055755396
0.944199706,2.340710788,1.66650304,2.049487421,0.944199706,0.872096327,0.009740151,12.54990286,0.064814815
0.995115995,0.350048807,0.270861092,-0.080479507,0.995115995,0.78820116,-0.000296646,12.70649525,-0.045177045
1.321888412,4.945825272,3.05368676,4.485566588,1.321888412,1.559493672,0.046522397,16.39740721,-0.162104358
1.210909091,-4.649519081,-1.172665178,-0.70426154,1.210909091,0.89516129,-0.008633096,13.65649258,-0.037735849
1.006578947,7.922263166,3.45658142,9.340062769,1.006578947,0.946586925,0.106540263,13.50356637,-0.021574973
1.077293612,-0.775870537,-0.578140222,-2.89296309,1.077293612,1.158834549,-0.002728019,14.19397004,-0.13469538
1.035469108,4.819691878,3.072660688,5.652360329,1.035469108,0.999999999,0.040548347,12.06061764,-0.051167964
1.118709677,5.695399606,4.070251664,6.204740469,1.118709677,1.150630391,0.03498989,12.47116171,-0.049065421
0.893000805,4.079897495,1.638042649,4.202254711,0.893000805,1.105577689,0.03005442,13.64842625,-0.081227437
0.886956522,9.702381873,6.191896877,19.17310878,0.886956522,0.96931849,0.023526481,15.02076128,-0.077259077
0.956810631,2.367143286,1.64736851,2.959274295,0.956810631,1.021276595,0.016976472,13.50022155,0.04137931
1.47031492,7.033592414,5.782218274,8.416852074,1.47031492,2.066763426,0.032518441,14.71958813,-0.086383602
1.148208469,4.843984318,2.731273549,4.392827595,1.148208469,1.263440861,0.043662368,12.72521167,0.028148148
1.02195122,-4.268477991,-1.443720732,-0.551438732,1.02195122,1.200573066,-0.001902831,12.09807466,-0.098130841
1.007462687,1.924765691,1.3291772,10.94274616,1.007462687,0.923392613,0.011985391,11.952792,-0.028208745
0.97184021,3.343181356,1.838624922,4.783838212,0.97184021,0.919454771,0.018301476,12.59261066,-0.074916388
1.041538462,4.8690507,3.194665061,6.262248862,1.041538462,1.00147929,0.149845586,13.0206825,-0.004405286
1.038062284,-173.709477,-29.31348725,-12.10639919,1.038062284,0.986842105,-0.011023369,11.47210347,0.011784512
1.185458377,3.257082829,1.062380353,3.983220158,1.185458377,1.510067114,0.028807431,13.66395426,-0.145009416
1.545611015,3.697031056,1.588734881,3.186006295,1.545611015,1.373088685,0.029164183,13.67488824,0.315964523
0.940063091,-121.7810939,-1.52424824,2.644408298,0.940063091,0.861271676,0.011900111,12.23210415,-0.062706271
0.674191328,19.36251715,16.08971546,37.12977969,0.674191328,0.515036803,0.010547762,14.73926898,0.190243902
1.069026549,7.665641552,5.234925229,9.628077957,1.069026549,1.096188747,0.056979486,13.41790746,-0.173690149
1.571884984,-7.292690445,-2.214896342,-0.460461105,1.571884984,1.769784173,-0.006712495,11.87553905,-0.091286307
0.913073713,6.061158449,4.139040862,7.472179038,0.913073713,0.804463881,0.046764694,11.55872656,0.019461078
0.880149813,4.356187929,3.726146884,5.378754755,0.880149813,0.892405065,0.058961849,12.3885361,0.043723554
1.289,1.834429311,0.762093802,4.47002793,1.289,1.671854734,0.021587006,12.5906314,0.041322314
1.063278525,2.570972386,1.804950081,2.629455586,1.063278525,1.106846473,0.008100154,12.35943203,0.11820331
0.947780679,-0.553121829,-0.501537466,-2.375511601,0.947780679,1.040114613,-0.169442625,12.63278604,0.207650273
1.09706258,-5.469611338,-2.463333494,-11.29375577,1.09706258,1.419834711,-0.012212638,13.53620744,-0.032786885
0.859589041,7.000688346,3.774087394,6.611575809,0.859589041,0.85059,0.027796751,12.68387258,-0.055860349
1.019717262,7.17679212,6.617304327,8.262712452,1.019717262,inf,0.031561407,11.31727548,-0.034410218
1.019283747,-1.34583744,-0.696543047,-0.670187317,1.019283747,0.948717949,-0.011336665,12.80292932,-0.024
1.165591398,-9.017231904,-0.309054678,672.3767191,1.165591398,1.272300469,0.029289447,12.13951867,-0.127619048
1.004761905,0.559052514,0.182099644,1.73074593,1.004761905,1.016051364,0.019493421,13.17674893,-0.023622047
1.117092867,6.268148911,4.726239887,7.300425501,1.117092867,0.948571429,0.047391838,12.90951199,-0.003614458
1.064295486,3.625386559,2.271255319,4.680553572,1.064295486,inf,1.191981274,10.80792478,-0.03984324
1.137071651,3.865167132,0.712369839,2.483568485,1.137071651,1.097889645,0.035960804,15.96441774,0.02615193
1.041284404,-17.46197326,-1.567065366,0.017537903,1.041284404,0.90438247,0.000185533,12.71980738,0.255411255
0.94165907,2.568615189,2.00706759,3.094744522,0.94165907,0.923145666,0.020539711,13.14953658,0.121327014
1.020177563,0.789570888,0.461207167,2.019296413,1.020177563,0.878387769,0.006774449,12.06929026,-0.041329011
1.062992126,2.256954369,1.354157012,2.303403734,1.062992126,1.055512118,0.016917219,10.65573722,-0.03343465
0.901910828,-5.668759707,-2.316256252,-1.94569246,0.901910828,0.59,-0.006288524,14.81526675,0.006784261
1.030595813,1.799724073,1.792982769,1.992327159,1.030595813,0.990712074,0.00907995,11.32564693,-0.078492936
0.959633028,4.876844345,5.837970925,11.35054685,0.959633028,1.261456826,0.030447526,12.73251344,0.160899981
1.089337176,3.322234184,2.043418747,3.140794828,1.089337176,1.024390244,0.081405699,12.784366,0.028795812
0.829760404,-0.521006935,-0.299634874,1.617046187,0.829760404,1.142361111,0.00643961,13.13443744,0.214968153
1.055149502,-1.51469092,-0.89840793,-0.404475315,1.055149502,0.903813318,-0.002104972,12.19187257,0.005089059
1.280821918,3.325278819,1.305875957,3.262596748,1.280821918,1.25083612,0.022976653,13.10450319,-0.062678063
1.31314433,7.898652847,4.09563764,9.29726464,1.31314433,1.200235573,0.130238199,16.93498091,-0.151219512
0.890839695,4.277433961,3.378364617,6.963465623,0.890839695,1.084572491,0.037955166,12.40395156,-0.135039718
1.021294719,4.128842237,3.647238375,9.53303905,1.021294719,0.911787072,0.03156061,12.03697301,-0.029313233
1.016831683,6.805248802,3.713884417,9.857050443,1.016831683,0.947416974,0.087028407,13.54129169,-0.029357798
1.184663537,0.248092548,0.166516691,1.165888831,1.184663537,1.504970179,0.010739083,12.8599444,-0.215277778
1.013605442,-14.13935762,-1.223204047,-0.398722272,1.013605442,1.13740458,-0.001790761,12.61149807,-0.022801303
1.064301552,9.340805907,0.954028839,5.607124558,1.064301552,0.805369126,0.074788831,14.74127221,0.02994012
1.045287638,4.102787646,0.963202534,26.93586847,1.045287638,1.056930693,-0.038897059,14.50803094,-0.008045977
1.101928375,3.087997427,2.394387356,4.440041269,1.101928375,1.18694362,0.019230777,12.63525428,-0.09375
1.070642202,2.710531798,1.884416573,2.766372182,1.070642202,1.187907166,0.016137189,12.61201961,-0.065137615
1.199310741,1.455531873,0.710326204,2.704484826,1.199310741,1.260869565,0.005453453,12.24483569,0.142646335
1.666666667,4.370888185,3.966056111,7.169250465,1.666666667,3.08283442,0.007445359,12.15661978,-0.058823529
1.134380454,5.57368156,4.222777728,8.860227973,1.134380454,1.130434783,0.055347444,12.72766678,-0.052050473
0.847539848,3.245281187,3.54520881,4.158228606,0.847539848,1.053402239,0.004974069,13.1640647,-0.058205335
1.508984232,9.631703851,5.153805003,9.806515517,1.508984232,2.270971303,0.058410587,13.50647317,0.407209613
1.017001546,1.719901081,1.578284403,1.85691076,1.017001546,0.686131387,0.028262275,12.62943055,0.190684134
1.206005321,4.50162771,4.922977429,8.001694492,1.206005321,1.004113924,0.017348682,11.52189908,-0.000973078
1.078869923,4.512838493,3.610553425,6.328433867,1.078869923,0.993795198,0.039102555,12.60538563,0.467462039
1.046332046,4.793266654,1.121248668,6.032455448,1.046332046,1.506843456,0.023656128,15.08363314,0.030629139
1.164037855,-3.536181371,-2.175668603,-184.3687246,1.164037855,1.072674419,-0.074685712,12.24925411,-0.088642659
0.952085182,3.437116727,1.835013773,2.893103469,0.952085182,1.118679454,0.017074826,13.31740961,-0.096190476
1.085358255,8.605248757,2.968263582,9.074217707,1.085358255,0.959779598,0.029317375,12.28912734,-0.035252644
1.078358209,6.641609845,0.475661672,2.04052332,1.078358209,0.976351351,0.056043632,13.66811604,-0.056947608
0.876957494,0.953375925,0.85819588,7.176297554,0.876957494,0.950879321,0.012513294,11.93467093,-0.008552632
1.001140901,2.831041659,1.704276366,3.831737176,1.001140901,1.205357143,0.011176251,12.18239834,-0.10046729
1.144846797,0.34451992,0.324407641,0.072565573,1.144846797,1.246713852,0.000569879,13.21962289,-0.085884354
1.472809668,8.782607174,2.814917185,9.139736509,1.472809668,1.598360657,0.057177038,13.16352496,-0.046629498
1.067647059,5.645041692,3.895455436,8.027535587,1.067647059,1.151858568,0.032793226,11.41633164,-0.103643725
1.340872375,-12.75031064,-8.031369953,-52.30646418,1.340872375,1.852678571,-0.095979719,13.64338593,0.35472155
1.02811245,-1.360462109,-0.721730124,-0.378438293,1.02811245,1.066666667,-0.002405901,12.96935253,-0.049531459
1.221232503,6.424068662,3.503419331,5.994600997,1.221232503,inf,0.542951333,12.16123846,-0.207301587
1.044444444,5.197817642,1.360210782,3.034537504,1.044444444,0.941344778,0.048054926,13.51357449,0.021212121
1.016891892,3.931921946,2.349223912,5.009811321,1.016891892,1.020338983,0.02730595,13.00488799,0.137989779
1.036316472,15.22967856,9.609880691,-0.819803507,1.036316472,0.966142684,-0.001714457,11.62314754,-0.038701623
1.13125,6.527787256,2.666161212,7.263044665,1.13125,1.155319149,0.042786858,11.73905121,-0.028142589
0.906832298,2.445299902,0.890826623,3.282504853,0.906832298,1.333333333,0.029249412,13.26345207,0.056105611
0.994513032,1.232038949,0.911892632,2.82645765,0.994513032,0.860023725,0.00702732,11.73001089,0.016282225
1.023627685,0.556798369,0.277724143,0.766668131,1.023627685,1.06426799,0.000474232,13.52564335,-0.076923077
1.441558442,3.53985189,0.966183185,2.576007559,1.441558442,1.366995076,0.036086007,15.62441045,0.41609589
0.861815401,3.333225501,3.206659682,5.289803068,0.861815401,1.123156184,0.005504049,13.46339663,-0.107665505
0.99009901,-6.415443781,-0.389725599,-0.211624414,0.99009901,0.757575758,-0.003837167,13.11661567,0.009661836
1.132231405,6.170959193,1.149504487,3.856990701,1.132231405,1.053846153,0.037833573,16.04772955,0.29443447
0.956185567,-23.05136167,-3.141509924,-1.498813053,0.956185567,0.533045977,-0.012978747,13.41406991,-0.114973262
1.176652895,5.408051418,0.781937737,4.668403991,1.176652895,0.893333335,0.061142993,16.42807375,0.15568369
0.932092555,7.385605142,3.965635896,7.977930468,0.932092555,0.682504605,0.026219725,13.98216304,-0.141898865
1.071428571,0.522287295,0.489806186,0.487127689,1.071428571,1.143695015,0.002312126,12.99055271,-0.093908629
1.152212389,5.10848057,1.977075534,5.013582575,1.152212389,1.179347826,0.063082197,14.89212169,0.255150555
1.360795455,6.270749086,2.843613796,6.176084596,1.360795455,2.060215054,0.058262323,14.18916382,0.024305556
1.138602941,6.913520633,1.671529692,2.865780573,1.138602941,1.381972334,0.012791483,11.8070844,-0.039308709
0.868413868,4.038766899,4.331814237,6.673354656,0.868413868,inf,0.005077362,12.06861083,0.032552479
1.005993691,6.134665234,5.348852582,7.50434701,1.005993691,1.238927739,0.010000898,11.47591368,-0.189912996
1.214771266,5.937250679,2.267826483,5.166166271,1.214771266,2.07728558,0.00930086,17.50910386,-0.189772027
0.859926918,8.168026316,4.592418218,11.00308012,0.859926918,0.803185438,0.034217829,12.88755546,0.005228303
0.784104593,11.81912759,5.966791297,12.57413579,0.784104593,1.362990364,0.011548607,13.97520886,-0.031292211
1.146907216,5.635185437,3.807503592,4.586730062,1.146907216,1.130876747,0.581434149,13.92470089,0.028792913
1.08224674,0.36252611,0.167739681,1.641898632,1.08224674,1.172826088,0.008277365,12.13159527,-0.152512998
0.733288591,1.209506065,0.639949212,1.691585747,0.733288591,0.76086351,0.003326333,13.47425091,-0.193806922
1.375,-4.813145377,-1.935885641,-1.672442055,1.375,1.425925926,-0.023535853,14.00390242,-0.13
1.001946788,1.284882842,1.042593196,1.481542719,1.001946788,1.035546613,0.009408321,12.01947047,0.006397953
0.9958159,7.669652825,4.776144985,8.686778307,0.9958159,1.205826473,0.036086763,12.51074389,-0.083116883
1.255642023,-0.923658948,-0.332255777,0.717242491,1.255642023,1.170899855,0.002831844,12.79780706,0.256765261
0.923595506,2.541072933,1.23854319,2.648938518,0.923595506,0.809852249,0.028847205,12.58088961,-0.038732394
1.066066066,13.97515704,1.118753477,7.640675858,1.066066066,0.776805252,0.080561862,12.62141731,-0.072625698
1.583111838,2.064372138,1.551393494,3.535896108,1.583111838,3.976887519,0.003224938,15.20990197,-0.295740623
1.053956835,0.141357684,0.06678887,1.589440578,1.053956835,1.285087719,0.012092386,12.14032597,-0.037414966
1.027272727,-85.64485636,-3.848435182,-4.457349592,1.027272727,1.040515654,-0.010559008,11.57841347,-0.019434629
0.935483871,-6.41223213,-2.52654768,-1.032332041,0.935483871,1.397272727,-0.003768961,12.80038512,-0.012328767
0.888099467,-6.666926281,-3.627167331,-4.139194166,0.888099467,1.367989056,-0.028772598,12.50624741,-0.09371672
1.108093427,3.546379347,2.564127453,4.006653642,1.108093427,1.185356841,0.026250626,12.04562442,-0.086670046
0.975,-36.91582692,-5.030719867,-7.238853056,0.975,0.663265306,-0.016608504,12.06598826,0.0225
0.998394004,2.290431436,1.593686667,1.834518642,0.998394004,1.062556974,0.007391119,12.36169957,0.200520833
0.936615117,14.86712638,13.53724369,14.98759097,0.936615117,1.145902731,0.012625907,15.23794845,-0.054022587
1.076882007,9.123017629,6.122585385,40.0286385,1.076882007,inf,0.089256263,11.5472522,-0.102211302
0.977777778,5.052744506,0.781794276,11.30448544,0.977777778,0.816214359,0.065203083,12.41431988,-0.021523179
0.971036585,9.743063816,3.777592256,6.574461414,0.971036585,1.132780083,0.030774399,12.95786817,0.00331675
1.223404255,0.83665685,0.574181319,1.310998952,1.223404255,1.447552448,0.006295571,13.09768346,0.067368421
1.041939712,4.019491063,3.45902806,3.330454542,1.041939712,1.060707138,-0.850718285,14.42776387,0.033128834
0.994630412,5.054183709,4.145836135,7.809016694,0.994630412,1.048284166,0.009501144,12.53945485,-0.160795049
1.106617647,-50.99714126,-2.511105729,-3.030032377,1.106617647,1.075,-0.010848636,13.40099802,-0.037671233
0.720300752,5.441200168,2.108542695,4.078735857,0.720300752,1.031771675,0.013572456,13.49378783,-0.017214397
1.196969697,2.03486174,0.940157391,2.437783054,1.196969697,1.204793028,0.028104763,12.90661884,-0.147940075
1.032554848,7.180757608,4.124453759,5.560204515,1.032554848,0.941290323,0.025905852,13.34332793,-0.105006954
1.000613121,3.678794555,3.036161392,6.43085982,1.000613121,1.113233289,0.014954929,12.66454875,-0.058181818
0.883353584,-12.37355908,-4.370508754,-14.77983612,0.883353584,0.926704908,-0.028394832,12.51987309,0.081769437
0.841085271,-2.215860994,-0.971222685,-2.510669266,0.841085271,0.873239436,-0.032032257,12.15251097,-0.018475751
0.911719939,4.592898241,2.667831201,4.852548518,0.911719939,0.83310153,0.036138146,12.72486037,-0.029605263
